Date,value,anomalies
2021-07-01 00:00:00,-0.6290494146059045,False
2021-07-01 00:10:00,-0.6876306494842012,False
2021-07-01 00:20:00,-0.7451677726464128,False
2021-07-01 00:30:00,-0.9168546726744433,False
2021-07-01 00:40:00,-0.6786701194495112,False
2021-07-01 00:50:00,-0.7576065697818717,False
2021-07-01 01:00:00,,False
2021-07-01 01:10:00,-0.8268001557974886,False
2021-07-01 01:20:00,-0.8783745248050665,False
2021-07-01 01:30:00,-0.6567867037174118,False
2021-07-01 01:40:00,-0.9180667898850982,False
2021-07-01 01:50:00,-0.856802436479488,True
2021-07-01 02:00:00,-0.8090345313920848,False
2021-07-01 02:10:00,-0.7178913237265382,False
2021-07-01 02:20:00,-0.7889668302132329,False
2021-07-01 02:30:00,-0.8186963228454182,False
2021-07-01 02:40:00,-0.816509225774961,False
2021-07-01 02:50:00,-0.8952129203480839,False
2021-07-01 03:00:00,-0.782426072912578,False
2021-07-01 03:10:00,-0.6494345941311643,False
2021-07-01 03:20:00,-0.9100689518268587,False
2021-07-01 03:30:00,-0.9226795148625959,False
2021-07-01 03:40:00,-0.9140452084859887,False
2021-07-01 03:50:00,-0.85290232161337,False
2021-07-01 04:00:00,-0.7391953294587331,False
2021-07-01 04:10:00,-0.8110858153346309,False
2021-07-01 04:20:00,-0.8170187301829692,False
2021-07-01 04:30:00,-0.8258755202526706,False
2021-07-01 04:40:00,-0.8486422519766448,False
2021-07-01 04:50:00,-0.8418386832578801,False
2021-07-01 05:00:00,-0.7003721320295627,False
2021-07-01 05:10:00,0.9161112884673668,True
2021-07-01 05:20:00,,False
2021-07-01 05:30:00,,False
2021-07-01 05:40:00,-0.7440390717497565,False
2021-07-01 05:50:00,-0.8919947799549219,False
2021-07-01 06:00:00,-0.8427640246219441,True
2021-07-01 06:10:00,-0.8160857641242922,False
2021-07-01 06:20:00,-0.783256266098104,False
2021-07-01 06:30:00,-0.897836730162051,False
2021-07-01 06:40:00,-0.9670188093204488,False
2021-07-01 06:50:00,-0.8634906891854968,False
2021-07-01 07:00:00,-0.7319284853416862,False
2021-07-01 07:10:00,-0.7700365078822897,False
2021-07-01 07:20:00,-0.7208447863009659,False
2021-07-01 07:30:00,-0.842192131739141,False
2021-07-01 07:40:00,-0.7831483087599604,False
2021-07-01 07:50:00,-0.8697623663260878,False
2021-07-01 08:00:00,-0.766270160708669,False
2021-07-01 08:10:00,-0.7739587733010455,False
2021-07-01 08:20:00,-0.6334557524163891,False
2021-07-01 08:30:00,-0.9054534980769624,True
2021-07-01 08:40:00,-0.6761867287302439,False
2021-07-01 08:50:00,-0.8132626405656564,False
2021-07-01 09:00:00,-0.892532499103009,False
2021-07-01 09:10:00,-0.809222566742605,False
2021-07-01 09:20:00,-0.8842892933352687,False
2021-07-01 09:30:00,-0.802836115310852,False
2021-07-01 09:40:00,-0.7907413270349184,False
2021-07-01 09:50:00,-1.022909155018453,False
2021-07-01 10:00:00,-0.7556721022701594,False
2021-07-01 10:10:00,-0.8940762295053891,False
2021-07-01 10:20:00,-0.9063327796557348,False
2021-07-01 10:30:00,,False
2021-07-01 10:40:00,0.6046508038181801,True
2021-07-01 10:50:00,-0.7732994568502561,False
2021-07-01 11:00:00,-0.8792709319629125,False
2021-07-01 11:10:00,-0.8152573443331168,False
2021-07-01 11:20:00,-0.9614362353814295,False
2021-07-01 11:30:00,-0.8828704519484639,False
2021-07-01 11:40:00,-0.6497739325627857,False
2021-07-01 11:50:00,-0.8055031448430781,False
2021-07-01 12:00:00,-0.9377724604396811,False
2021-07-01 12:10:00,-0.8380403597949935,False
2021-07-01 12:20:00,-0.6777139895978443,False
2021-07-01 12:30:00,-0.8911437750421615,False
2021-07-01 12:40:00,-0.901304906647292,False
2021-07-01 12:50:00,,False
2021-07-01 13:00:00,-0.8638897683407682,False
2021-07-01 13:10:00,-0.789207495911862,False
2021-07-01 13:20:00,-0.8293247388124804,False
2021-07-01 13:30:00,-1.0015070924316503,False
2021-07-01 13:40:00,-0.8487392159287149,False
2021-07-01 13:50:00,-0.7867836495805175,False
2021-07-01 14:00:00,-0.9458537634530612,False
2021-07-01 14:10:00,-0.7594964987439152,False
2021-07-01 14:20:00,-0.9557454937044135,False
2021-07-01 14:30:00,-0.7998357092535103,False
2021-07-01 14:40:00,-0.7048129819598823,False
2021-07-01 14:50:00,0.9660678218043721,True
2021-07-01 15:00:00,-0.7161697071402519,False
2021-07-01 15:10:00,-0.8052253983281396,False
2021-07-01 15:20:00,-0.9807398157541951,False
2021-07-01 15:30:00,-0.7352483195596942,False
2021-07-01 15:40:00,-0.8409799257261229,False
2021-07-01 15:50:00,-0.9433036680295386,False
2021-07-01 16:00:00,-0.7863787393871607,False
2021-07-01 16:10:00,-0.9037219425023836,False
2021-07-01 16:20:00,-0.8110717790245909,False
2021-07-01 16:30:00,-0.3234541223368699,True
2021-07-01 16:40:00,-0.6885849522914589,False
2021-07-01 16:50:00,-0.9120156229309777,True
2021-07-01 17:00:00,-0.7281225200606594,False
2021-07-01 17:10:00,-0.7754387624573703,False
2021-07-01 17:20:00,,False
2021-07-01 17:30:00,-0.7094769313593882,False
2021-07-01 17:40:00,-0.881778542640521,False
2021-07-01 17:50:00,-0.8084942310038068,False
2021-07-01 18:00:00,-0.7910081018715264,False
2021-07-01 18:10:00,-0.706128271904197,False
2021-07-01 18:20:00,-0.6635120526637681,False
2021-07-01 18:30:00,-0.7900257681753001,False
2021-07-01 18:40:00,,False
2021-07-01 18:50:00,-0.8248758484918137,False
2021-07-01 19:00:00,-0.8249518708197487,False
2021-07-01 19:10:00,-0.8478581334741911,False
2021-07-01 19:20:00,-0.7985699789175271,False
2021-07-01 19:30:00,-0.8753038631066057,False
2021-07-01 19:40:00,-0.6804861116533075,False
2021-07-01 19:50:00,-0.8562437354722899,False
2021-07-01 20:00:00,-0.8790859228420219,False
2021-07-01 20:10:00,-0.7602381254366862,False
2021-07-01 20:20:00,-0.8301299472921327,False
2021-07-01 20:30:00,-0.8362934642296053,False
2021-07-01 20:40:00,-0.863240392666276,False
2021-07-01 20:50:00,0.799506085333384,True
2021-07-01 21:00:00,-0.9959174710019971,False
2021-07-01 21:10:00,-0.7920319031888268,False
2021-07-01 21:20:00,-0.8097135298989186,False
2021-07-01 21:30:00,-0.7280778485737974,False
2021-07-01 21:40:00,-0.7273511558874434,False
2021-07-01 21:50:00,-0.8754539887238881,False
2021-07-01 22:00:00,-0.769357685538246,False
2021-07-01 22:10:00,-0.833844352065927,False
2021-07-01 22:20:00,-0.8829683852008509,False
2021-07-01 22:30:00,-0.8204968452256153,False
2021-07-01 22:40:00,-0.7975826488144694,False
2021-07-01 22:50:00,-0.7934762485619063,False
2021-07-01 23:00:00,-0.9107567772051608,False
2021-07-01 23:10:00,-0.9486079504074031,False
2021-07-01 23:20:00,-0.7529393213706275,False
2021-07-01 23:30:00,-0.798780296313218,False
2021-07-01 23:40:00,-0.8882437568408278,False
2021-07-01 23:50:00,-0.7130038293133452,False
2021-07-02 00:00:00,-0.8559491033038739,False
2021-07-02 00:10:00,-0.9601659448315452,False
2021-07-02 00:20:00,-1.1823572864955394,False
2021-07-02 00:30:00,-1.088204432589811,False
2021-07-02 00:40:00,-0.9728332952800849,False
2021-07-02 00:50:00,-0.9753109695515412,False
2021-07-02 01:00:00,-0.8646556580990346,False
2021-07-02 01:10:00,-0.8840787216479611,False
2021-07-02 01:20:00,-0.738413841948787,False
2021-07-02 01:30:00,-0.9065572307174751,False
2021-07-02 01:40:00,-0.9116057257307907,False
2021-07-02 01:50:00,-0.9352450065708047,False
2021-07-02 02:00:00,-1.2407659658393464,False
2021-07-02 02:10:00,-0.9909014438159691,False
2021-07-02 02:20:00,-0.9555454904121745,False
2021-07-02 02:30:00,-0.9722123272310567,False
2021-07-02 02:40:00,-0.9590390877537803,False
2021-07-02 02:50:00,-0.9581791398836037,False
2021-07-02 03:00:00,,False
2021-07-02 03:10:00,-0.9882454982601161,False
2021-07-02 03:20:00,-0.9882171210427851,False
2021-07-02 03:30:00,-0.9683934479798798,False
2021-07-02 03:40:00,-0.8375119205390515,False
2021-07-02 03:50:00,-0.9918821670672936,False
2021-07-02 04:00:00,-0.9271687812880929,False
2021-07-02 04:10:00,-0.9307477408117473,False
2021-07-02 04:20:00,-0.8513490534506012,False
2021-07-02 04:30:00,-0.9598621765641453,False
2021-07-02 04:40:00,-0.8711142919217172,False
2021-07-02 04:50:00,-0.9445865565437513,False
2021-07-02 05:00:00,-0.9725548692315765,False
2021-07-02 05:10:00,-0.9544660956574347,False
2021-07-02 05:20:00,-0.8926100180313534,False
2021-07-02 05:30:00,-1.0231973446327156,False
2021-07-02 05:40:00,-0.8403924359895893,False
2021-07-02 05:50:00,-1.0086468995057478,False
2021-07-02 06:00:00,-1.0436683267483493,False
2021-07-02 06:10:00,0.5589224318507098,True
2021-07-02 06:20:00,-0.8526332949621448,False
2021-07-02 06:30:00,-0.9431275757108153,False
2021-07-02 06:40:00,-0.8076661569080865,False
2021-07-02 06:50:00,-0.6372511548807982,False
2021-07-02 07:00:00,-0.8644677416750901,False
2021-07-02 07:10:00,-0.9368822048359061,False
2021-07-02 07:20:00,-0.8963930504630396,False
2021-07-02 07:30:00,-0.7653525650719359,False
2021-07-02 07:40:00,-1.0133250961101457,False
2021-07-02 07:50:00,-0.7590171469892235,False
2021-07-02 08:00:00,-0.6780752614204766,False
2021-07-02 08:10:00,-1.0370864187184319,False
2021-07-02 08:20:00,-0.8717246366598199,False
2021-07-02 08:30:00,,False
2021-07-02 08:40:00,-0.9726539062075131,False
2021-07-02 08:50:00,-0.9443788342330235,False
2021-07-02 09:00:00,-0.8957406891532503,False
2021-07-02 09:10:00,-0.9191345949115091,False
2021-07-02 09:20:00,-0.9343199534289709,False
2021-07-02 09:30:00,-1.003367578283879,False
