Date,value,anomalies
2021-07-01 00:00:00,-0.7521114932039586,False
2021-07-01 01:00:00,-0.6165986636712335,False
2021-07-01 02:00:00,-0.6953880748705187,False
2021-07-01 03:00:00,-0.8710504184234538,False
2021-07-01 04:00:00,-0.5854866285393744,False
2021-07-01 05:00:00,-0.6921281036492869,False
2021-07-01 06:00:00,-0.8710813802009447,False
2021-07-01 07:00:00,-0.7257810693678379,False
2021-07-01 08:00:00,-0.5458310069239101,False
2021-07-01 09:00:00,-0.7243194170765465,False
2021-07-01 10:00:00,-0.7004683545774378,False
2021-07-01 11:00:00,-0.8168195933631313,False
2021-07-01 12:00:00,-0.7461089489702406,False
2021-07-01 13:00:00,-0.6770606296653362,False
2021-07-01 14:00:00,-0.908523900380709,False
2021-07-01 15:00:00,-0.7746918969850621,False
2021-07-01 16:00:00,-0.6360767077038971,False
2021-07-01 17:00:00,-0.7961053472641347,False
2021-07-01 18:00:00,-0.7154975671232365,False
2021-07-01 19:00:00,-0.6519283537450136,False
2021-07-01 20:00:00,-0.7326538920238113,False
2021-07-01 21:00:00,-0.727364704872958,False
2021-07-01 22:00:00,-0.7662233938104315,False
2021-07-01 23:00:00,-0.7419111054468066,False
2021-07-02 00:00:00,-0.7756609771669838,False
2021-07-02 01:00:00,-0.9146056411302572,False
2021-07-02 02:00:00,-0.8676720006927355,False
2021-07-02 03:00:00,-0.9025497853870864,False
2021-07-02 04:00:00,-0.90869852422667,False
2021-07-02 05:00:00,-0.8569074943259715,False
2021-07-02 06:00:00,0.036470467566903864,True
2021-07-02 07:00:00,-0.8549256147327934,False
2021-07-02 08:00:00,-0.8837852595190426,False
2021-07-02 09:00:00,-0.8713472289051752,False
2021-07-02 10:00:00,-0.9268900383085308,False
2021-07-02 11:00:00,-1.0007782375606695,False
2021-07-02 12:00:00,-1.0674077608583854,False
2021-07-02 13:00:00,-0.897703830195049,False
2021-07-02 14:00:00,-0.9887798049262237,False
2021-07-02 15:00:00,-0.8438243994415735,False
2021-07-02 16:00:00,0.3789821487989429,True
2021-07-02 17:00:00,-0.977349763837787,False
2021-07-02 18:00:00,-0.7426728071509259,False
2021-07-02 19:00:00,-0.9182141328893672,False
2021-07-02 20:00:00,0.4949004034205613,True
2021-07-02 21:00:00,-0.8340163888476643,False
2021-07-02 22:00:00,-0.9802710778424137,False
2021-07-02 23:00:00,-1.0604769068230555,False
2021-07-03 00:00:00,-0.9938610736999037,False
2021-07-03 01:00:00,-1.105678561424506,False
2021-07-03 02:00:00,-0.9630847599768849,False
2021-07-03 03:00:00,-1.2274462101935244,False
2021-07-03 04:00:00,-1.1766461221446671,False
2021-07-03 05:00:00,-0.8664880462499374,False
2021-07-03 06:00:00,-0.9811722268170848,False
2021-07-03 07:00:00,-1.0666533570562793,False
2021-07-03 08:00:00,-0.9536677682426808,False
